Biomarker,Biomarker_HGNC,BiomarkerCluster,BiomarkerCluster_HGNC,TargetGene,TargetGene_HGNC,OncogeneAddiction,Beta,T-stat,P-value,EffectSize,CI_Lower,CI_Upper,n_Lines,MeanCNA,MeanEffect,MeanEffect_CNA6plus,PredictedEffect_CNA2,DeltaEffect_CNA6minusPred2,FDR
26043,UBXN7,"26043, 5130, 7037","UBXN7, PCYT1A, TFRC",54468,MIOS,False,-0.15297507089929,-4.354748141218454,1.3321999702580634e-05,-0.4745901286671896,-0.2218253510468759,-0.084124790751704,17,3.882352941176471,-0.5019553118618226,-0.9168305236666722,-0.2140022372278655,-0.7028282864388067,0.0047128766069049
26065,LSM14A,26065,LSM14A,7849,PAX8,False,-0.2909916422099594,-3.971605836117503,7.138977147020044e-05,-0.4443591018110244,-0.4345942961659781,-0.1473889882539407,17,3.5294117647058822,-0.9158601685259526,-1.7962644440839104,-0.4708141274989557,-1.3254503165849547,0.0163751740917308
26233,FBXL6,26233,FBXL6,51575,ESF1,False,-0.0951111428407752,-4.384538224707915,1.1623207283349177e-05,-0.3342366635683905,-0.1376274592560078,-0.0525948264255425,17,4.764705882352941,-0.7700897669685247,-1.082374970920695,-0.507135430879323,-0.5752395400413719,0.0042496760688281
26958,ZC3HC1,"26958, 51530","COPG2, ZC3HC1",91746,YTHDC1,False,-0.0945538840418309,-3.643281787751405,0.0002691838662213,-0.3956238814055597,-0.1454207173302722,-0.0436870507533896,17,3.0588235294117645,-0.6333707990002313,-1.0416948627913758,-0.5332549217794691,-0.5084399410119067,0.0433412102596425
27161,AGO2,27161,AGO2,374354,NHLRC2,False,-0.1507061286088859,-3.911277837774306,9.180908356888897e-05,-0.3541628271192366,-0.2262258427724192,-0.0751864144453526,17,4.705882352941177,-0.4996597611795696,-0.8354122214271845,-0.0918667072967018,-0.7435455141304828,0.0197064096898501
27333,GOLIM4,27333,GOLIM4,10096,ACTR3,False,-0.1033019770143243,-3.9241129071558434,8.704990484393199e-05,-0.3791855076455497,-0.1548978814315107,-0.0517060725971379,17,4.0,-0.6176409772916253,-0.9557806384356669,-0.4110370232629765,-0.5447436151726902,0.0190216081676865
283219,ALG8,"283219, 79053","KCTD21, ALG8",10440,TIMM17A,False,-0.0524887742561571,-5.4768294941918345,4.330140884669221e-08,-0.1065720235648532,-0.071272654098285,-0.0337048944140293,17,6.664714218732335,-0.3878870846132758,-0.8273687682263264,-0.1430419530167476,-0.6843268152095787,4.349947733340135e-05
283219,ALG8,"283219, 79053","KCTD21, ALG8",114034,TOE1,False,-0.0300051352329202,-4.646593943017475,3.3746049172463805e-06,-0.0605291129503076,-0.0426614992554642,-0.0173487712103761,17,6.664714218732335,-0.7187744888069909,-1.1774861203891258,-0.5788091078510014,-0.5986770125381244,0.0016023964154138
28971,AAMDC,28971,AAMDC,10440,TIMM17A,False,-0.0519509367810412,-5.293809365680826,1.1979431354788136e-07,-0.1054800104842583,-0.0711850946474084,-0.032716778914674,17,6.664714218732335,-0.3878870846132758,-0.8273687682263264,-0.1455508111342881,-0.6818179570920383,0.0001037502332752
28971,AAMDC,28971,AAMDC,114034,TOE1,False,-0.0295637827635844,-4.616389911316135,3.904730059884533e-06,-0.0596387762376101,-0.0421155711905875,-0.0170119943365813,17,6.664714218732335,-0.7187744888069909,-1.1774861203891258,-0.5808678909901847,-0.5966182293989412,0.0018080148581192
28991,C8orf33,"28991, 65265","COMMD5, C8orf33",51575,ESF1,False,-0.099982888946592,-5.24831980860875,1.534926707836589e-07,-0.3513568044428036,-0.1373210978499734,-0.0626446800432106,17,4.588235294117647,-0.7700897669685247,-1.082374970920695,-0.5113105249891103,-0.5710644459315846,0.0001286609127607
29803,REPIN1,"29803, 51667","REPIN1, NUB1",10959,TMED2,False,-0.1179285502311746,-4.309551625546194,1.635858691797295e-05,-0.3696692900551686,-0.1715619049941149,-0.0642951954682343,17,3.411764705882353,-0.6285900879326529,-0.9765777480998684,-0.4621027229004066,-0.5144750251994618,0.005408333478612
2992,HLTF,"2992, 6596","GYG1, HLTF",10440,TIMM17A,False,-0.2185771933200813,-4.1010811923521535,4.112242300270659e-05,-0.4437942041390819,-0.3230382870307133,-0.1141160996094494,17,4.0588235294117645,-0.3878870846132758,-1.154059505636436,0.0621247839868915,-1.2161842896233277,0.0107054624786898
29956,ANXA9,"29956, 8416","CERS2, ANXA9",9411,ARHGAP29,False,-0.1276735066450838,-4.516117170482474,6.2983823331258105e-06,-0.3016069307528698,-0.1830829358866121,-0.0722640774035555,17,4.340039297796045,-0.5546291224973203,-0.9840655235472534,-0.2558680996603998,-0.7281974238868536,0.0026291535552851
29956,ANXA9,"29956, 8416","CERS2, ANXA9",5879,RAC1,False,-0.1208263532994575,-5.02525983171932,5.027513825789802e-07,-0.3496795792472858,-0.1679513396246374,-0.0737013669742775,17,4.340039297796045,-0.7902699185200579,-1.0145030451972716,-0.507531503589939,-0.5069715416073326,0.0003399760043329
29956,ANXA9,"29956, 8416","CERS2, ANXA9",55095,SAMD4B,False,-0.0923997316076713,-5.83046333287489,5.527368402028847e-09,-0.37318286250666,-0.1234607529695716,-0.0613387102457711,17,4.340039297796045,-0.3193641382957755,-0.6580982204815788,-0.1031451352280173,-0.5549530852535615,7.504755659477574e-06
29956,ANXA9,"29956, 8416","CERS2, ANXA9",7186,TRAF2,False,-0.0848595657783295,-4.059211760653343,4.923864595700942e-05,-0.2630321456586967,-0.1258334549164669,-0.0438856766401921,17,4.340039297796045,-0.4888698914146435,-0.8614397991270326,-0.2902951726994442,-0.5711446264275883,0.0123437485225212
29956,ANXA9,"29956, 8416","CERS2, ANXA9",7716,VEZF1,False,-0.0916115220573805,-5.81599391205808,6.027465999279193e-09,-0.3793028452928914,-0.1224841960175608,-0.0607388480972002,17,4.340039297796045,-0.3742587492227955,-0.6876441515706375,-0.1598841874776159,-0.5277599640930215,8.141357662974586e-06
29956,ANXA9,"29956, 8416","CERS2, ANXA9",7490,WT1,False,-0.111854846786268,-6.171277269560651,6.774050791296985e-10,-0.3623190008235831,-0.1473793357407141,-0.076330357831822,17,4.340039297796045,-0.061812080781763,-0.4733065482861114,0.1999326563470598,-0.6732392046331712,1.2392329674602372e-06
29956,ANXA9,"29956, 8416","CERS2, ANXA9",25937,WWTR1,False,-0.1080721093667315,-4.606072175094001,4.1034601544964924e-06,-0.364017644791626,-0.1540586753691943,-0.0620855433642687,17,4.340039297796045,-0.5256825321838718,-1.0736943006470256,-0.2727895492700085,-0.8009047513770171,0.0018799977456858
3297,DGAT1,"3297, 8694","HSF1, DGAT1",677,ZFP36L1,False,-0.1456981002270957,-3.6235111810768377,0.0002906306341044,-0.3452730266950823,-0.2245064755268101,-0.0668897249273813,17,5.018910709817594,-0.2825560813173881,-0.6287370298525221,0.1572934738582684,-0.7860305037107906,0.0456971133491154
390916,PDCD5,"390916, 84079, 9141","NUDT19, ANKRD27, PDCD5",196528,ARID2,False,-0.1157442229506236,-3.8436520837852592,0.0001212168214908,-0.4034713979847809,-0.1747647855449332,-0.0567236603563139,17,3.882352941176471,-0.4932722361212058,-0.8515726003893714,-0.2754007576259142,-0.5761718427634572,0.0242887390806857
390916,PDCD5,"390916, 84079, 9141","NUDT19, ANKRD27, PDCD5",84612,PARD6B,False,-0.1643421777850194,-3.664624329315187,0.0002477018916589,-0.3863701892910953,-0.2522378856814161,-0.0764464698886226,17,3.882352941176471,-0.5091554782358927,-0.8764174351573093,-0.199805496522915,-0.6766119386343943,0.0410115357452442
390916,PDCD5,"390916, 84079, 9141","NUDT19, ANKRD27, PDCD5",7849,PAX8,False,-0.2704589102877717,-5.077623572813021,3.821849349047058e-07,-0.4130045713324937,-0.3748561181273262,-0.1660617024482172,17,3.882352941176471,-0.9158601685259526,-1.5997898578135417,-0.4067610432783819,-1.1930288145351595,0.0002729606688369
3945,LDHB,3945,LDHB,5201,PFDN1,False,-0.1551725307116692,-4.25890838610048,2.0542763604981337e-05,-0.3920646245536267,-0.2265834520119217,-0.0837616094114166,17,3.647058823529412,-0.5771616540163615,-1.0083060143089153,-0.3215833681383184,-0.6867226461705969,0.0064019502879758
4147,MATN2,4147,MATN2,25920,NELFB,False,-0.1373419064556694,-3.83052242638464,0.0001278714776816,-0.3112695611393011,-0.2076156603350446,-0.0670681525762942,17,4.0588235294117645,-0.8751446092754065,-1.1055339859039608,-0.5923818606902043,-0.5131521252137565,0.0253493778725433
414919,C8orf82,"414919, 9684","C8orf82, LRRC14",51575,ESF1,False,-0.0951111428407752,-4.384538224707915,1.1623207283349177e-05,-0.3342366635683905,-0.1376274592560078,-0.0525948264255425,17,4.764705882352941,-0.7700897669685247,-1.082374970920695,-0.507135430879323,-0.5752395400413719,0.0042496760688281
4316,MMP7,4316,MMP7,81488,POLR2M,False,-0.1463603089544142,-4.26619782487682,1.9883248888233017e-05,-0.470543049121112,-0.2136007291346691,-0.0791198887741592,17,3.764705882352941,-0.3868114408868626,-0.646440713402973,-0.1285285427320141,-0.5179121706709588,0.0062336794984086
444,ASPH,444,ASPH,3845,KRAS,False,-0.2360163656045716,-3.608165135315281,0.0003083701988995,-0.3283657028375443,-0.3642210233735343,-0.107811707835609,17,4.235294117647059,-0.6180870444254417,-1.2256601290101772,-0.0905210507211048,-1.1351390782890722,0.0473567611431652
4548,MTR,4548,MTR,898,CCNE1,False,-0.1908050166028283,-3.5982929205200027,0.0003203127422844,-0.299153742528312,-0.2947351214807455,-0.0868749117249112,17,3.941176470588236,-0.6425779353343016,-1.1475800479536775,-0.2721917266346936,-0.8753883213189841,0.0485896816106502
4548,MTR,4548,MTR,11113,CIT,False,-0.130041441355329,-3.862599705154008,0.0001121867537813,-0.4271650082793471,-0.1960271921474785,-0.0640556905631795,17,3.941176470588236,-0.3459937335749832,-0.7447141389757371,-0.0935603474146383,-0.6511537915610988,0.0229287560039233
4548,MTR,4548,MTR,91746,YTHDC1,False,-0.0999432987295691,-3.9349580015449366,8.321124579001356e-05,-0.4181737869845187,-0.1497240755330763,-0.0501625219260619,17,3.941176470588236,-0.6333707990002313,-0.9843745735458236,-0.4393632191134206,-0.5450113544324031,0.0183675614151238
4715,NDUFB9,4715,NDUFB9,7516,XRCC2,False,-0.1041243375438084,-3.8970265906491903,9.738093065305091e-05,-0.3169871608397228,-0.1564924563525536,-0.0517562187350631,17,5.16141333474557,-0.4626290346651126,-0.670286248274374,-0.1334489654825678,-0.5368372827918061,0.0205368412021618
4976,OPA1,"4976, 55341, 79572","OPA1, LSG1, ATP13A3",132660,LIN54,False,-0.132586885923247,-4.172696604585056,3.010156583695808e-05,-0.4889185579930974,-0.1948644838071522,-0.0703092880393417,17,3.941176470588236,-0.2904857359912964,-0.5811022193325409,-0.0331111927285228,-0.547991026604018,0.0085155582130646
4976,OPA1,"4976, 55341, 79572","OPA1, LSG1, ATP13A3",54468,MIOS,False,-0.1459124761591435,-4.3619946694142016,1.2888201085594808e-05,-0.4526791223395182,-0.2114749584272355,-0.0803499938910514,17,3.941176470588236,-0.5019553118618226,-0.8623041896775143,-0.2187134463764266,-0.6435907433010877,0.0046145635628651
51026,GOLT1B,"51026, 5965, 79912","GOLT1B, RECQL, PYROXD1",5201,PFDN1,False,-0.1371284059700184,-5.7261517624262845,1.0273432533137826e-08,-0.3464736751775455,-0.1840651181127545,-0.0901916938272823,17,3.740894695427361,-0.5771616540163615,-1.0083060143089153,-0.3384355394707471,-0.6698704748381682,1.2722804307677436e-05
51029,DESI2,51029,DESI2,11113,CIT,False,-0.1453064973926852,-4.842666026505168,1.2810851285937889e-06,-0.4773082373963224,-0.204116148946306,-0.0864968458390644,17,3.764705882352941,-0.3459937335749832,-0.8241726079098313,-0.0895705028820093,-0.734602105027822,0.0007236451547513
51029,DESI2,51029,DESI2,84612,PARD6B,False,-0.1975705323814859,-3.902656640160152,9.51426262512033e-05,-0.4644904005984003,-0.2967929758548185,-0.0983480889081533,17,3.764705882352941,-0.5091554782358927,-0.9257146491070902,-0.1605015975626824,-0.7652130515444078,0.0202474951442212
51029,DESI2,51029,DESI2,6502,SKP2,False,-0.1598249973829342,-4.38251721822697,1.1731589097423823e-05,-0.3365620819734946,-0.2313024664039211,-0.0883475283619474,17,3.764705882352941,-0.8703113710825862,-1.3668319652678451,-0.5882672580538788,-0.7785647072139663,0.004283812111819
51029,DESI2,51029,DESI2,80232,WDR26,False,-0.1158112478343285,-3.8902561961500544,0.0001001384422513,-0.4146892883840123,-0.174158529688043,-0.0574639659806141,17,3.764705882352941,-0.577986773113583,-0.9282347475238272,-0.3736139828177091,-0.554620764706118,0.0209845579543205
51290,ERGIC2,51290,ERGIC2,8773,SNAP23,False,-0.1991064343183359,-5.191675537864048,2.084099658321983e-07,-0.3351531220104582,-0.2742731964759496,-0.1239396721607222,17,4.117647058823529,-0.6531398241662092,-1.3342970934360388,-0.2315026691391448,-1.102794424296894,0.0001656395389112
51319,RSRC1,51319,RSRC1,54468,MIOS,False,-0.1087218344526595,-3.74307598323816,0.0001817812302195,-0.3372988101818885,-0.1656511836869735,-0.0517924852183454,17,4.352941176470588,-0.5019553118618226,-0.7830068450079741,-0.2461392307967415,-0.5368676142112325,0.0329312046992601
51585,PCF11,51585,PCF11,81488,POLR2M,False,-0.1233296118026667,-3.893993326908465,9.860736324434084e-05,-0.3965001987159281,-0.1854051155510106,-0.0612541080543227,17,4.176470588235294,-0.3868114408868626,-0.7321335570542162,-0.1183881681398822,-0.6137453889143341,0.0207283053977795
51714,RAP2B,"51714, 5912","SELENOT, RAP2B",8773,SNAP23,False,-0.2210114518706999,-3.619501384652722,0.0002951712317226,-0.372025536734288,-0.3406893963727272,-0.1013335073686726,17,4.117647058823529,-0.6531398241662092,-1.3342970934360388,-0.1851155731459033,-1.1491815202901354,0.0460624381227737
51714,RAP2B,"51714, 5912","SELENOT, RAP2B",10440,TIMM17A,False,-0.2131837942206508,-3.715095057694944,0.0002031273191812,-0.4328435682352201,-0.3256526684408762,-0.1007149200004254,17,4.117647058823529,-0.3878870846132758,-0.993961289842845,0.0635609502069261,-1.0575222400497712,0.0356574697276864
51773,RSF1,51773,RSF1,10440,TIMM17A,False,-0.0517882478552406,-5.443685798105729,5.2189243095396e-08,-0.1051496905581434,-0.0704342726963558,-0.0331422230141254,17,6.341184806967629,-0.3878870846132758,-0.8273687682263264,-0.163064729844631,-0.6643040383816954,5.086002697125043e-05
51773,RSF1,51773,RSF1,114034,TOE1,False,-0.0302357587312482,-4.9886091268121335,6.081555453310729e-07,-0.0609943478399667,-0.0421150213978662,-0.0183564960646303,17,6.341184806967629,-0.7187744888069909,-1.1774861203891258,-0.587515472375757,-0.5899706480133688,0.0003933951480042
5184,PEPD,5184,PEPD,84612,PARD6B,False,-0.1970489858360226,-3.8518817494280966,0.0001172136250624,-0.4632642391819541,-0.2973139837129926,-0.0967839879590526,17,3.647058823529412,-0.5091554782358927,-0.995570782086292,-0.1846042074471494,-0.8109665746391426,0.0236452149285393
5184,PEPD,5184,PEPD,7849,PAX8,False,-0.3351950641947624,-5.759009078638182,8.460915233466255e-09,-0.5118599851386916,-0.4492720251174699,-0.2211181032720549,17,3.647058823529412,-0.9158601685259526,-1.7962644440839104,-0.3637741804404616,-1.432490263643449,1.0919062423102067e-05
5290,PIK3CA,"5290, 55669, 8087, 86","PIK3CA, MFN1, FXR1, ACTL6A",54468,MIOS,False,-0.136593015963817,-3.945200482689197,7.9733239982655e-05,-0.4237664126593864,-0.2044520241443848,-0.0687340077832492,17,4.235294117647059,-0.5019553118618226,-0.8623041896775143,-0.1966297467662321,-0.6656744429112822,0.0177881207799387
5359,PLSCR1,5359,PLSCR1,10440,TIMM17A,False,-0.2205156158165896,-4.05913315924079,4.925522124765692e-05,-0.4477299334622388,-0.3269922077572258,-0.1140390238759535,17,4.117647058823529,-0.3878870846132758,-1.154059505636436,0.0790871606453842,-1.2331466662818202,0.0123437485225212
54464,XRN1,54464,XRN1,54468,MIOS,False,-0.1396241545091619,-4.077679532512744,4.548740358664331e-05,-0.4331702222068282,-0.2067354397457386,-0.0725128692725853,17,4.0,-0.5019553118618226,-0.8213491838956611,-0.2227070028434987,-0.5986421810521624,0.0115687558817475
54845,ESRP1,54845,ESRP1,3845,KRAS,False,-0.2160012600613971,-3.599911676516301,0.0003183252881215,-0.3005190144004233,-0.3336026704230247,-0.0983998496997695,17,4.117647058823529,-0.6180870444254417,-1.2256601290101772,-0.1606726113542476,-1.0649875176559296,0.0483867430813644
54845,ESRP1,54845,ESRP1,23173,METAP1,False,-0.1275034547215054,-3.8260621136464175,0.0001302094482579,-0.3205259632379501,-0.1928192210984438,-0.0621876883445671,17,4.117647058823529,-0.8142549981878198,-1.1611866457798363,-0.5442476823069845,-0.6169389634728518,0.0257345795587693
54927,CHCHD3,54927,CHCHD3,91746,YTHDC1,False,-0.103572446739224,-4.405246231909447,1.0566378467281837e-05,-0.4333585426011122,-0.1496534725690975,-0.0574914209093505,17,3.176470588235294,-0.6333707990002313,-1.0416948627913758,-0.5115208616599676,-0.5301740011314082,0.0039949492436552
5504,PPP1R2,5504,PPP1R2,10096,ACTR3,False,-0.1296804110006706,-3.7793842882344095,0.0001572166310001,-0.476011533352883,-0.1969318243731923,-0.0624289976281488,17,3.823529411764706,-0.6176409772916253,-1.0347424971887802,-0.3811649337021675,-0.6535775634866128,0.0296880346871025
5504,PPP1R2,5504,PPP1R2,54468,MIOS,False,-0.1411250462939461,-3.902254562370783,9.530085309728749e-05,-0.4378265915163427,-0.2120071488404895,-0.0702429437474028,17,3.823529411764706,-0.5019553118618226,-0.9168305236666722,-0.2446096392081561,-0.672220884458516,0.0202722917106263
55094,GPATCH1,55094,GPATCH1,196528,ARID2,False,-0.1203627082685266,-3.748391388705101,0.0001779723770469,-0.4195709205378974,-0.1832981247778225,-0.0574272917592307,17,3.823529411764706,-0.4932722361212058,-0.9150677063542604,-0.2737872975138927,-0.6412804088403676,0.0325009352400927
55094,GPATCH1,55094,GPATCH1,84612,PARD6B,False,-0.1770431243137921,-4.047056958642053,5.18656239808333e-05,-0.4162302482281099,-0.2627839851199399,-0.0913022635076443,17,3.823529411764706,-0.5091554782358927,-0.995570782086292,-0.1863121338989776,-0.8092586481873144,0.012755371621407
55094,GPATCH1,55094,GPATCH1,7849,PAX8,False,-0.2889354142577337,-5.3101690036616604,1.0952362506807328e-07,-0.4412191366937085,-0.3955804203607073,-0.1822904081547601,17,3.823529411764706,-0.9158601685259526,-1.7962644440839104,-0.3889779425265561,-1.4072865015573544,9.629472259062668e-05
55095,MED29,"55095, 55588","SAMD4B, MED29",51343,FZR1,False,-0.0651795484679181,-4.173587182426692,2.998408463358967e-05,-0.1349615439691373,-0.0957886053635318,-0.0345704915723045,17,5.142457066628853,-0.3081703341787889,-0.6725064821070945,-0.1033464014961015,-0.5691600806109929,0.0084961533379093
55297,CCDC91,55297,CCDC91,8773,SNAP23,False,-0.2025505244393519,-5.156377092672768,2.517736111335601e-07,-0.3409505115347885,-0.2795409628452157,-0.1255600860334881,17,4.117647058823529,-0.6531398241662092,-1.3342970934360388,-0.2242093018240523,-1.1100877916119865,0.0001959227085539
55500,ETNK1,55500,ETNK1,8773,SNAP23,False,-0.2208134073439301,-3.815344318619088,0.0001359931731605,-0.3716921711066466,-0.3342465052653036,-0.1073803094225565,17,3.823529411764706,-0.6531398241662092,-1.3342970934360388,-0.2504800813625719,-1.083817012073467,0.0266453606401401
55544,RBM38,55544,RBM38,196528,ARID2,False,-0.0948863285700006,-5.000029565547764,5.73215238902299e-07,-0.3307631142343348,-0.1320808659591134,-0.0576917911808879,17,4.705882352941177,-0.4932722361212058,-0.8143800567472409,-0.2365209941082629,-0.5778590626389779,0.0003731080174375
55636,CHD7,55636,CHD7,1019,CDK4,False,-0.078558447947183,-4.2103164609195725,2.5501322498043856e-05,-0.2211722618493128,-0.1151285561770557,-0.0419883397173103,17,4.534921222726335,-0.6316601134314622,-1.0699923909995053,-0.4325206365057057,-0.6374717544937996,0.0075415685099806
55636,CHD7,55636,CHD7,3845,KRAS,False,-0.1892768741475586,-8.101562465096823,5.425777386222951e-16,-0.2633378141009413,-0.2350675297197121,-0.1434862185754051,17,4.534921222726335,-0.6180870444254417,-1.2256601290101772,-0.1382850791774937,-1.0873750498326835,3.108636548312753e-12
55636,CHD7,55636,CHD7,23173,METAP1,False,-0.1004112321825313,-5.337456904001976,9.425929729226077e-08,-0.2524198813711586,-0.1372831736821413,-0.0635392906829213,17,4.534921222726335,-0.8142549981878198,-1.1611866457798363,-0.5597204347282192,-0.6014662110516171,8.546842933296549e-05
55636,CHD7,55636,CHD7,6319,SCD,False,-0.1407978982099504,-3.8594146165451537,0.0001136589595017,-0.2762792796913934,-0.2123006614547739,-0.0692951349651269,17,4.534921222726335,-0.7353433617494742,-1.1713443711829814,-0.3784317814618084,-0.792912589721173,0.023139006169302
55846,ITFG2,55846,ITFG2,114034,TOE1,False,-0.1454237434406557,-3.979910356379338,6.894126011475382e-05,-0.2933621236513695,-0.2170397533801296,-0.0738077335011817,17,3.647058823529412,-0.7187744888069909,-1.0796679348235925,-0.4792530290223815,-0.6004149058012109,0.0158669998308376
57018,CCNL1,"57018, 5806, 8833, 9197","CCNL1, PTX3, GMPS, SLC33A1",54468,MIOS,False,-0.1149199908782025,-3.763224411028388,0.000167736555192,-0.3565279815639001,-0.174772664708886,-0.0550673170475189,17,4.411764705882353,-0.5019553118618226,-0.7830068450079741,-0.2247953338614522,-0.5582115111465218,0.0311222344223216
5922,RASA2,5922,RASA2,54468,MIOS,False,-0.1295412709604343,-3.768114062418535,0.0001644855453562,-0.4018890665741092,-0.1969214567478663,-0.0621610851730024,17,3.941176470588236,-0.5019553118618226,-0.8213491838956611,-0.2504928447033325,-0.5708563391923286,0.0306329930579782
5922,RASA2,5922,RASA2,8773,SNAP23,False,-0.2058907676670063,-3.594210117280466,0.0003253771821474,-0.3465730970120252,-0.3181653638116443,-0.0936161715223683,17,3.941176470588236,-0.6531398241662092,-1.259647948220039,-0.2534695104596675,-1.0061784377603713,0.0490440020135683
60412,EXOC4,60412,EXOC4,91746,YTHDC1,False,-0.1010460951845107,-4.375403302635103,1.212081653981633e-05,-0.4227880090053853,-0.1463097414455932,-0.0557824489234282,17,3.147058823529412,-0.6333707990002313,-1.0416948627913758,-0.5174649839356453,-0.5242298788557305,0.0044007511160377
622,BDH1,"622, 84248, 84859","BDH1, FYTTD1, LRCH3",54468,MIOS,False,-0.14515501081514,-4.6164937906347285,3.9027769438161e-06,-0.4503291605257517,-0.2067815625393827,-0.0835284590908973,17,3.823529411764706,-0.5019553118618226,-0.9168305236666722,-0.2372608803753907,-0.6795696432912814,0.0018080148581192
636,BICD1,636,BICD1,8773,SNAP23,False,-0.2112383256499187,-4.158749103116737,3.199951404420106e-05,-0.3555745678044736,-0.3107921819087878,-0.1116844693910496,17,3.852941176470588,-0.6531398241662092,-1.316672664644812,-0.2617276325207714,-1.0549450321240408,0.0088932380785081
6389,SDHA,6389,SDHA,79844,ZDHHC11,False,-0.097341838822136,-3.777181943583945,0.0001586128634479,-0.515344894842856,-0.1478521137122207,-0.0468315639320513,12,4.166666666666667,-0.2843224479068242,-0.5804176678366064,-0.0734151304588628,-0.5070025373777436,0.0298759476399248
64083,GOLPH3,64083,GOLPH3,7849,PAX8,False,-0.1833713426538181,-4.198483169508477,2.687088204109157e-05,-0.2800174070317109,-0.2689739788650079,-0.0977687064426284,17,3.852941176470588,-0.9158601685259526,-1.356943183417135,-0.5760838571379959,-0.7808593262791391,0.0078498337456913
64083,GOLPH3,64083,GOLPH3,7328,UBE2H,False,-0.1067151920818819,-3.9557154907094616,7.630593020035345e-05,-0.3321325198247061,-0.1595900597448871,-0.0538403244188767,17,3.852941176470588,-0.4821061623987265,-0.8643074202770387,-0.2843691888352397,-0.5799382314417989,0.0172075813374909
64216,TFB2M,64216,TFB2M,10109,ARPC2,False,-0.052937542685395,-12.1681198959151,4.595456211810834e-34,-0.2585212903057241,-0.0614643880798308,-0.0444106972909592,17,4.093162783847547,-0.5756859842092193,-0.9704759083099728,-0.4648790899918096,-0.5055968183181633,1.4093831688098013e-29
64216,TFB2M,64216,TFB2M,56970,ATXN7L3,False,-0.066998445954789,-5.658254176155179,1.5292054823615464e-08,-0.1708120903394704,-0.0902060532844352,-0.0437908386251429,17,4.093162783847547,-0.2565759286439727,-0.639786103676955,-0.116337274995787,-0.5234488286811679,1.814029959673672e-05
64216,TFB2M,64216,TFB2M,23291,FBXW11,False,-0.0897379011930187,-6.1292090754020165,8.831700645002405e-10,-0.2625728913373222,-0.1184337822149913,-0.0610420201710462,17,4.093162783847547,-0.4818533407359793,-1.1312230848346216,-0.2940173056581641,-0.8372057791764576,1.5556145581376637e-06
64216,TFB2M,64216,TFB2M,9213,XPR1,False,-0.1360421065688853,-7.221993840952429,5.123079389944379e-13,-0.2486118090750662,-0.1729623304195347,-0.0991218827182359,17,4.093162783847547,-0.4430380266812407,-1.0403763565209811,-0.1582797521750282,-0.8820966043459529,1.8678604152817204e-09
64434,NOM1,64434,NOM1,10059,DNM1L,False,-0.1597420690223019,-4.142434746084989,3.4363815795021e-05,-0.4196709289699953,-0.2353229100712823,-0.0841612279733214,17,3.3529411764705883,-0.7802441929458206,-1.104330333596722,-0.5641225701509414,-0.5402077634457807,0.0093656038140686
64434,NOM1,64434,NOM1,10959,TMED2,False,-0.1247497181013682,-3.809144971468937,0.0001394481818375,-0.3910515276810747,-0.1889386519412679,-0.0605607842614685,17,3.3529411764705883,-0.6285900879326529,-0.9619760902901728,-0.4598110575602135,-0.5021650327299592,0.0271488634642838
64434,NOM1,64434,NOM1,91746,YTHDC1,False,-0.1189018539905055,-4.24805239291839,2.156369713894275e-05,-0.4974984735817949,-0.1737607234114476,-0.0640429845695633,17,3.3529411764705883,-0.6333707990002313,-1.0416948627913758,-0.4725035847777825,-0.5691912780135933,0.0066489271898109
64754,SMYD3,64754,SMYD3,10109,ARPC2,False,-0.0526377584628575,-6.314772225954079,2.7055966863380707e-10,-0.2570572895211717,-0.0689753407417705,-0.0363001761839445,17,4.240221607376959,-0.5756859842092193,-0.9704759083099728,-0.4577657403368368,-0.5127101679731361,5.323123648086134e-07
64754,SMYD3,64754,SMYD3,56970,ATXN7L3,False,-0.0694250719858163,-5.295896195811615,1.184341059183163e-07,-0.1769987571930814,-0.0951186724049324,-0.0437314715667002,17,4.240221607376959,-0.2565759286439727,-0.639786103676955,-0.1010483822876462,-0.5387377213893088,0.0001027428677854
64754,SMYD3,64754,SMYD3,23291,FBXW11,False,-0.0913603430986616,-7.396202381189356,1.4013437971205093e-13,-0.2673201526007115,-0.1155704678167206,-0.0671502183806026,17,4.240221607376959,-0.4818533407359793,-1.1312230848346216,-0.2771859260689852,-0.8540371587656365,5.62018631446083e-10
64754,SMYD3,64754,SMYD3,10296,MAEA,False,-0.0769530791629371,-4.3596149680508525,1.3029148817388652e-05,-0.2571460094526092,-0.1115490847194208,-0.0423570736064535,17,4.240221607376959,-0.4746172296970153,-0.9291196913686351,-0.302225279002014,-0.6268944123666211,0.0046446981422353
64754,SMYD3,64754,SMYD3,64321,SOX17,False,-0.0807803571140165,-10.65576834356291,1.6388571222087156e-26,-0.2429859358878064,-0.0956386559712172,-0.0659220582568158,17,4.240221607376959,-0.216942650671152,-0.739533953498732,-0.0359767492127052,-0.7035572042860267,4.272287466172234e-22
64754,SMYD3,64754,SMYD3,9525,VPS4B,False,-0.1005736123101402,-6.453231330225528,1.0949002860520948e-10,-0.2734331410292912,-0.1311196516253123,-0.0700275729949681,17,4.240221607376959,-0.2779624785304199,-0.9554041319837911,-0.0526552991012904,-0.9027488328825009,2.330010374449489e-07
