source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:1903047,mitotic cell cycle process,0.0013099800822232055,True,"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",745,157,20,21026,0.12738853503184713,0.026845637583892617,query_1,"['GO:0000278', 'GO:0022402']","['SMC4', 'EIF4G1', 'ECT2', 'EZH2', 'LSM14A', 'EXOC4', 'WNK1', 'CCNE1', 'FZR1', 'E2F3', 'CIT', 'SKP2', 'VPS4B', 'FBXW11', 'CCND1', 'MYBL2', 'ZFP36L1', 'ARID2', 'CDK4', 'APC']","[['IDA', 'TAS'], ['IMP'], ['IMP', 'IBA'], ['IEA'], ['IMP'], ['NAS'], ['IDA'], ['IMP', 'IBA', 'NAS'], ['IDA'], ['IDA'], ['IMP', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IMP', 'NAS'], ['IBA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['NAS'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IMP']]"
REAC,REAC:R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,0.0013235576914850833,True,Cyclin A:Cdk2-associated events at S phase entry,84,118,8,11004,0.06779661016949153,0.09523809523809523,query_1,['REAC:R-HSA-69242'],"['PSMD8', 'AKT2', 'CCNE1', 'LIN54', 'FZR1', 'SKP2', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0000278,mitotic cell cycle,0.0014499554618329323,True,"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194]",892,157,22,21026,0.14012738853503184,0.02466367713004484,query_1,['GO:0007049'],"['SMC4', 'EIF4G1', 'ECT2', 'EZH2', 'LSM14A', 'EXOC4', 'WNK1', 'CCNE1', 'FZR1', 'E2F3', 'CIT', 'SKP2', 'VPS4B', 'FBXW11', 'MAEA', 'CCND1', 'MYBL2', 'ZFP36L1', 'ARID2', 'XRCC2', 'CDK4', 'APC']","[['IDA', 'TAS'], ['IMP'], ['IMP', 'IBA'], ['IEA'], ['IMP'], ['NAS'], ['IDA'], ['IMP', 'IBA', 'NAS'], ['IDA', 'NAS'], ['IDA'], ['IMP', 'ISS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IMP', 'NAS'], ['IBA'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IEA'], ['NAS'], ['IMP'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IMP']]"
KEGG,KEGG:05224,Breast cancer,0.001899276575706801,True,Breast cancer,147,89,9,8484,0.10112359550561797,0.061224489795918366,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'E2F3', 'KRAS', 'CCND1', 'RAF1', 'CDK4', 'APC']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05226,Gastric cancer,0.0020050470199597416,True,Gastric cancer,148,89,9,8484,0.10112359550561797,0.060810810810810814,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'CCNE1', 'E2F3', 'KRAS', 'CCND1', 'RAF1', 'APC']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05210,Colorectal cancer,0.0026665738115071724,True,Colorectal cancer,86,89,7,8484,0.07865168539325842,0.08139534883720931,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'CCND1', 'RAF1', 'APC']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0051254,positive regulation of RNA metabolic process,0.0028507721582854456,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1835,157,33,21026,0.21019108280254778,0.017983651226158037,query_1,"['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']","['NCOA2', 'SUB1', 'CLNS1A', 'DHX36', 'TRA2B', 'MECOM', 'NCBP2', 'RFX5', 'WWTR1', 'AGO2', 'HLTF', 'ASPH', 'RSF1', 'PLSCR1', 'MED29', 'CHD7', 'SMYD3', 'WNK1', 'SUPT5H', 'PAX8', 'E2F3', 'ACTR3', 'ATXN7L3', 'FBXW11', 'SOX17', 'SUPT7L', 'VEZF1', 'WT1', 'RAF1', 'MYBL2', 'SAMD4B', 'ZFP36L1', 'ZNF780B']","[['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['NAS'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IMP', 'NAS'], ['IDA'], ['IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISO', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['NAS'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['IDA', 'IBA'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA']]"
KEGG,KEGG:05160,Hepatitis C,0.0033691658546390144,True,Hepatitis C,158,89,9,8484,0.10112359550561797,0.056962025316455694,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'E2F3', 'KRAS', 'TRAF2', 'CCND1', 'RAF1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05169,Epstein-Barr virus infection,0.003447056809940219,True,Epstein-Barr virus infection,198,89,10,8484,0.11235955056179775,0.050505050505050504,query_1,['KEGG:00000'],"['PSMD8', 'AKT2', 'PIK3CB', 'PIK3CA', 'CCNE1', 'E2F3', 'SKP2', 'TRAF2', 'CCND1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0009891,positive regulation of biosynthetic process,0.003475244549676925,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2696,157,42,21026,0.267515923566879,0.015578635014836795,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']","['EIF4G1', 'NCOA2', 'IGF2BP2', 'SUB1', 'CLNS1A', 'IL1RAP', 'DHX36', 'TRA2B', 'AKT2', 'MECOM', 'NCBP2', 'RFX5', 'PIK3CB', 'WWTR1', 'AGO2', 'HLTF', 'PDCD5', 'ASPH', 'OPA1', 'RSF1', 'PLSCR1', 'MED29', 'RBM38', 'CHD7', 'SMYD3', 'WNK1', 'SUPT5H', 'PAX8', 'E2F3', 'KRAS', 'ACTR3', 'TMED2', 'ATXN7L3', 'FBXW11', 'SOX17', 'SUPT7L', 'TRAF2', 'VEZF1', 'WT1', 'RAF1', 'MYBL2', 'ZNF780B']","[['IMP'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IEA'], ['NAS'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA', 'IEA'], ['NAS'], ['IDA', 'NAS'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['ISO', 'IEA'], ['IDA'], ['IMP'], ['ISS', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['NAS'], ['IDA'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS'], ['IMP', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['IDA', 'IBA'], ['IEA']]"
GO:BP,GO:0051246,regulation of protein metabolic process,0.0036140369640156257,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1855,157,33,21026,0.21019108280254778,0.01778975741239892,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']","['EIF4G1', 'IGF2BP2', 'DHX36', 'ECT2', 'AKT2', 'EZH2', 'NCBP2', 'WWTR1', 'LSM14A', 'AGO2', 'ASPH', 'RAP2B', 'PIK3CA', 'XRN1', 'SMYD3', 'WNK1', 'UVRAG', 'FZR1', 'KRAS', 'SKP2', 'WDR48', 'TMED2', 'FBXW11', 'SOX17', 'TRAF2', 'CCND1', 'RAF1', 'SAMD4B', 'ZFP36L1', 'PFDN1', 'METAP1', 'APC', 'RICTOR']","[['IDA', 'IMP', 'TAS', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IMP'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['TAS'], ['IDA', 'IGI', 'IC'], ['IEA']]"
GO:BP,GO:0043067,regulation of programmed cell death,0.0036318330192369893,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1506,157,29,21026,0.18471337579617833,0.019256308100929615,query_1,"['GO:0012501', 'GO:0050794']","['PAK4', 'ECT2', 'MECOM', 'PIK3CB', 'ZC3HC1', 'PDCD5', 'OPA1', 'PEPD', 'PIK3CA', 'CCNL1', 'GOLPH3', 'ST6GAL1', 'ST3GAL1', 'TNFSF10', 'PAX8', 'E2F3', 'KRAS', 'PDCD2', 'SKP2', 'MAEA', 'TRAF2', 'WT1', 'CCND1', 'RAF1', 'MYBL2', 'ZFP36L1', 'XRCC2', 'APC', 'RICTOR']","[['IMP'], ['IDA'], ['IMP'], ['IMP', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IDA'], ['IMP', 'NAS', 'IEA'], ['NAS'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['IGI', 'IBA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IMP'], ['NAS']]"
GO:BP,GO:0019538,protein metabolic process,0.004384995115603015,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",4721,157,61,21026,0.3885350318471338,0.01292099131539928,query_1,"['GO:0043170', 'GO:0044238']","['EIF4G1', 'PAK4', 'ARFGEF1', 'IGF2BP2', 'DHX36', 'PSMD8', 'ECT2', 'AKT2', 'EZH2', 'NCBP2', 'ERC1', 'WWTR1', 'UBXN7', 'LSM14A', 'FBXL6', 'ZC3HC1', 'AGO2', 'ALG8', 'HLTF', 'PDCD5', 'MMP7', 'ASPH', 'DESI2', 'RAP2B', 'PEPD', 'PIK3CA', 'XRN1', 'GOLPH3', 'SMYD3', 'ST6GAL1', 'ST3GAL1', 'WNK1', 'UBE2H', 'UVRAG', 'GFM1', 'CCNE1', 'TIMM50', 'PDIA4', 'FZR1', 'KRAS', 'CIT', 'SKP2', 'WDR26', 'ZDHHC11', 'WDR48', 'VPS4B', 'TMED2', 'FBXW11', 'MAEA', 'SOX17', 'RPL28', 'TRAF2', 'CCND1', 'RAF1', 'SAMD4B', 'ZFP36L1', 'PFDN1', 'METAP1', 'CDK4', 'APC', 'RICTOR']","[['IDA', 'IPI', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IMP'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IBA', 'NAS', 'IEA'], ['IDA'], ['IMP', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA'], ['IMP', 'IEA'], ['IBA'], ['IMP', 'IEA'], ['IBA', 'TAS'], ['IEA'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IMP'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IMP'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA'], ['ISS'], ['IEA'], ['IMP'], ['IEA'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['TAS', 'NAS', 'IC', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IGI', 'NAS', 'IC'], ['IGI', 'IEA']]"
GO:BP,GO:0006403,RNA localization,0.004649379626022754,True,"""A process in which RNA is transported to, or maintained in, a specific location."" [GOC:ai]",200,157,10,21026,0.06369426751592357,0.05,query_1,['GO:0033036'],"['IGF2BP2', 'AHCTF1', 'DHX36', 'NCBP2', 'BICD1', 'WNK1', 'DDX39B', 'YTHDC1', 'ZFP36L1', 'TOMM20']","[['IEA'], ['IEA'], ['ISS', 'IEA'], ['IPI', 'ISS', 'NAS', 'IEA'], ['NAS'], ['IDA'], ['IDA', 'IGI', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IMP', 'IEA'], ['IBA']]"
KEGG,KEGG:04666,Fc gamma R-mediated phagocytosis,0.005434772719433907,True,Fc gamma R-mediated phagocytosis,96,89,7,8484,0.07865168539325842,0.07291666666666667,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'GAB2', 'ACTR3', 'RAF1', 'ARPC2']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05219,Bladder cancer,0.005567141401998872,True,Bladder cancer,41,89,5,8484,0.056179775280898875,0.12195121951219512,query_1,['KEGG:00000'],"['E2F3', 'KRAS', 'CCND1', 'RAF1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:04068,FoxO signaling pathway,0.005689103175399031,True,FoxO signaling pathway,131,89,8,8484,0.0898876404494382,0.061068702290076333,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'TNFSF10', 'KRAS', 'SKP2', 'CCND1', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0012501,programmed cell death,0.005797227921871982,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1987,157,34,21026,0.21656050955414013,0.017111222949169603,query_1,['GO:0008219'],"['DNM1L', 'PAK4', 'ECT2', 'AKT2', 'MECOM', 'PIK3CB', 'ZC3HC1', 'PDCD5', 'OPA1', 'PEPD', 'PIK3CA', 'PLSCR1', 'CCNL1', 'GOLPH3', 'ST6GAL1', 'ST3GAL1', 'TNFSF10', 'TIMM50', 'PAX8', 'E2F3', 'KRAS', 'PDCD2', 'CIT', 'SKP2', 'MAEA', 'TRAF2', 'WT1', 'CCND1', 'RAF1', 'MYBL2', 'ZFP36L1', 'XRCC2', 'APC', 'RICTOR']","[['IMP', 'IBA', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IDA'], ['IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IDA'], ['IMP', 'NAS', 'IEA'], ['IDA', 'IMP'], ['NAS'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IGI', 'IBA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP'], ['NAS']]"
KEGG,KEGG:04664,Fc epsilon RI signaling pathway,0.005923077707804232,True,Fc epsilon RI signaling pathway,67,89,6,8484,0.06741573033707865,0.08955223880597014,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'GAB2', 'KRAS', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05221,Acute myeloid leukemia,0.005923077707804232,True,Acute myeloid leukemia,67,89,6,8484,0.06741573033707865,0.08955223880597014,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'CCND1', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0008219,cell death,0.006059441461653722,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1991,157,34,21026,0.21656050955414013,0.017076845806127575,query_1,['GO:0009987'],"['DNM1L', 'PAK4', 'ECT2', 'AKT2', 'MECOM', 'PIK3CB', 'ZC3HC1', 'PDCD5', 'OPA1', 'PEPD', 'PIK3CA', 'PLSCR1', 'CCNL1', 'GOLPH3', 'ST6GAL1', 'ST3GAL1', 'TNFSF10', 'TIMM50', 'PAX8', 'E2F3', 'KRAS', 'PDCD2', 'CIT', 'SKP2', 'MAEA', 'TRAF2', 'WT1', 'CCND1', 'RAF1', 'MYBL2', 'ZFP36L1', 'XRCC2', 'APC', 'RICTOR']","[['IMP', 'IBA', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IDA'], ['IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IDA'], ['IMP', 'NAS', 'IEA'], ['IDA', 'IMP'], ['NAS'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IGI', 'IBA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP'], ['NAS']]"
GO:BP,GO:0006996,organelle organization,0.007323836859380878,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3594,157,50,21026,0.3184713375796178,0.013912075681691708,query_1,['GO:0016043'],"['SMC4', 'DNM1L', 'PAK4', 'ARFGEF1', 'COX20', 'FGD4', 'IL1RAP', 'AHCTF1', 'DHX36', 'ECT2', 'SIPA1L3', 'WWTR1', 'LSM14A', 'AGO2', 'NDUFB9', 'OPA1', 'PIK3CA', 'XRN1', 'CHCHD3', 'CCNL1', 'BICD1', 'GOLPH3', 'WNK1', 'UVRAG', 'PPFIBP1', 'RHPN2', 'CCNE1', 'TNFSF10', 'TIMM50', 'SNAP23', 'FZR1', 'LRFN1', 'KRAS', 'PARD6B', 'PDS5B', 'VPS4B', 'ACTR3', 'TMED2', 'FBXW11', 'MAEA', 'DCLRE1B', 'RAF1', 'MYBL2', 'ARID2', 'POLR2M', 'XRCC2', 'ARPC2', 'APC', 'RICTOR', 'TOMM20']","[['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IMP'], ['IMP', 'IBA', 'IEA'], ['ISS', 'IBA'], ['IEA'], ['IMP'], ['IMP'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IC'], ['IMP', 'IBA', 'NAS', 'IC'], ['NAS'], ['IGI', 'ISS', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IMP'], ['IDA', 'IBA'], ['IEA'], ['IDA'], ['IDA', 'IMP'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IMP', 'IEA'], ['IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['NAS'], ['IBA', 'IEA'], ['IMP'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'NAS', 'IEA'], ['NAS']]"
KEGG,KEGG:04917,Prolactin signaling pathway,0.007588741009800299,True,Prolactin signaling pathway,70,89,6,8484,0.06741573033707865,0.08571428571428572,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'CCND1', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0006915,apoptotic process,0.007861999990845737,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1923,157,33,21026,0.21019108280254778,0.0171606864274571,query_1,['GO:0012501'],"['DNM1L', 'PAK4', 'ECT2', 'AKT2', 'MECOM', 'PIK3CB', 'ZC3HC1', 'PDCD5', 'OPA1', 'PIK3CA', 'PLSCR1', 'CCNL1', 'GOLPH3', 'ST6GAL1', 'ST3GAL1', 'TNFSF10', 'TIMM50', 'PAX8', 'E2F3', 'KRAS', 'PDCD2', 'CIT', 'SKP2', 'MAEA', 'TRAF2', 'WT1', 'CCND1', 'RAF1', 'MYBL2', 'ZFP36L1', 'XRCC2', 'APC', 'RICTOR']","[['IMP', 'IBA'], ['IMP', 'TAS', 'IEA'], ['IDA'], ['IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IMP', 'NAS', 'IEA'], ['IDA', 'IMP'], ['NAS'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IGI', 'IBA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP'], ['NAS']]"
GO:BP,GO:0090068,positive regulation of cell cycle process,0.007913590629362775,True,"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",262,157,11,21026,0.07006369426751592,0.04198473282442748,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045787']","['SMC4', 'EIF4G1', 'ECT2', 'EZH2', 'PLSCR1', 'WNK1', 'CCNE1', 'CIT', 'VPS4B', 'CCND1', 'CDK4']","[['ISO', 'IEA'], ['IMP'], ['IDA', 'IMP'], ['IMP'], ['IDA'], ['IDA'], ['IBA'], ['IMP'], ['IMP'], ['IDA', 'IBA'], ['IDA']]"
KEGG,KEGG:05200,Pathways in cancer,0.008816661733090753,True,Pathways in cancer,527,89,16,8484,0.1797752808988764,0.030360531309297913,query_1,['KEGG:00000'],"['AKT2', 'MECOM', 'FH', 'PIK3CB', 'PIK3CA', 'CCNE1', 'PAX8', 'E2F3', 'KRAS', 'SKP2', 'TXNRD1', 'TRAF2', 'CCND1', 'RAF1', 'CDK4', 'APC']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
